..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
08,08,08,08,..,..,..,..,..,..,..,..,..,..,..,..
08,08,08,08,08,15,15,15,15,15,15,15,15,15,15,15
14,08,08,08,08,08,14,14,14,14,14,14,14,14,14,14
13,13,08,08,08,07,06,13,13,13,13,13,13,13,13,13
12,12,12,08,07,06,05,04,03,02,02,02,02,03,04,05
11,11,11,11,06,05,04,03,02,02,02,02,02,02,03,04
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
09,09,09,09,09,09,09,09,09,09,09,09,09,09,09,09
08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08
07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07
06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05
04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03
02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
